id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
x3bdt,4347,1127,21355,1071.0,606.0,109.0,4347.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cho0c,1076,658,3316,836.0,105.0,112.0,105.0,4692.0,822.0,164.0,17762.0,2613.0,105.0,905.0,105.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
em04g,609,1433,1338,621.0,3876.0,4004.0,1195.0,605.0,1009.0,1371.0,613.0,5032.0,4037.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xx3da,7943,105,20278,1068.0,735.0,760.0,1165.0,105.0,21040.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g13od,929,905,886,606.0,867.0,867.0,20278.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ot6gk,23070,681,606,822.0,607.0,1489.0,1351.0,1080.0,604.0,3493.0,102.0,603.0,5020.0,709.0,4232.0,611.0,1469.0,1080.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr4lk,685,2207,8615,869.0,103.0,760.0,1165.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yg7sq,784,900,4146,107.0,637.0,109.0,2824.0,775.0,1455.0,103.0,4486.0,110.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iakbc,7943,105,906,105.0,907.0,694.0,7943.0,105.0,112.0,105.0,4167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmoel,10477,697,4129,102.0,21355.0,1045.0,7362.0,2621.0,166.0,836.0,103.0,112.0,102.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7mj9,1338,4037,4187,1012.0,117.0,8355.0,610.0,3387.0,701.0,102.0,4391.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s8fxn,929,4347,105,4556.0,606.0,109.0,105.0,867.0,2640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n7ev4,929,105,976,105.0,17980.0,1045.0,735.0,929.0,105.0,1072.0,105.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6io4,1076,658,606,179.0,4692.0,775.0,4187.0,606.0,179.0,4073.0,4507.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gkgz0,929,4507,15881,977.0,694.0,111.0,907.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocz9k,1076,658,606,179.0,929.0,4004.0,979.0,606.0,179.0,3115.0,4037.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1157,685,1464,112,102.0,17980.0,1027.0,24438.0,697.0,1068.0,5289.0,760.0,1593.0,8615.0,989.0,102.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embkc,21040,1059,103,4599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r6uxc,1076,658,3316,164.0,17762.0,2613.0,105.0,992.0,105.0,4599.0,822.0,760.0,1593.0,8615.0,105.0,979.0,105.0,4465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lbeop,621,714,4004,775.0,906.0,606.0,714.0,1244.0,108.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uer93,909,13308,12368,102.0,603.0,1009.0,3752.0,22631.0,1736.0,709.0,629.0,927.0,606.0,109.0,1195.0,4129.0,104.0,13853.0,102.0,642.0,1433.0,709.0,1076.0,621.0,4004.0,109.0,3835.0,694.0,929.0,1195.0,4840.0,104.0,609.0,2026.0,1338.0,613.0,929.0,1195.0,4840.0,102.0,3687.0,603.0,6946.0,695.0,709.0,731.0,13460.0,6641.0,1013.0,611.0,109.0,164.0,4154.0,683.0,102.0,3835.0,605.0,603.0,603.0,1433.0,2646.0,613.0,109.0,1195.0,4129.0,
o6dqu,760,1165,105,989.0,105.0,4187.0,694.0,7943.0,105.0,1244.0,105.0,4167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jpdnk,609,5026,1736,611.0,603.0,1433.0,610.0,114.0,4491.0,979.0,102.0,8079.0,7347.0,975.0,1052.0,604.0,750.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn1lz,867,979,105,1469.0,606.0,929.0,105.0,989.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4m98,609,1433,1338,621.0,2578.0,4004.0,111.0,605.0,1009.0,1371.0,613.0,5032.0,4004.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nanwt,7943,989,102,1117.0,7362.0,2621.0,166.0,685.0,2207.0,8615.0,103.0,775.0,102.0,15342.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j151t,109,114,10795,606.0,929.0,114.0,21355.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfidb,886,103,3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtrri,111,105,1244,105.0,20022.0,1104.0,735.0,111.0,105.0,4491.0,105.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgavu,929,992,21355,1068.0,606.0,867.0,1072.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7fpv,685,1464,1127,102.0,849.0,606.0,685.0,2207.0,8615.0,1353.0,102.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o666i,10477,697,105,17980.0,977.0,103.0,836.0,105.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ww8pm,621,714,4046,775.0,109.0,606.0,714.0,4306.0,4037.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ywagm,685,2207,8615,105.0,887.0,735.0,685.0,2207.0,8615.0,105.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zo0qm,10477,697,102,849.0,103.0,10477.0,697.0,102.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drhag,7943,907,102,20278.0,1068.0,24438.0,697.0,975.0,760.0,1593.0,8615.0,979.0,102.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nbhc2,111,1265,20278,995.0,606.0,867.0,992.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anfsx,760,1165,105,21355.0,977.0,103.0,12516.0,5451.0,4521.0,2669.0,105.0,15342.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w6vpu,1338,621,10477,697.0,102.0,17980.0,975.0,103.0,929.0,606.0,12516.0,1143.0,102.0,15881.0,1104.0,103.0,4129.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,10477.0,697.0,102.0,17980.0,975.0,103.0,929.0,606.0,12516.0,1143.0,102.0,15881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sovki,109,105,867,105.0,21355.0,1071.0,103.0,867.0,105.0,1244.0,105.0,15342.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gttzh,685,2207,8615,15881.0,1045.0,103.0,760.0,1165.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pne6z,685,1464,906,102.0,21606.0,1104.0,24438.0,20645.0,161.0,824.0,685.0,2207.0,8615.0,906.0,102.0,21355.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocqbr,1076,658,8690,1749.0,621.0,109.0,1244.0,21606.0,1027.0,694.0,4187.0,1127.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o0ak4,867,4187,20022,1071.0,606.0,4347.0,109.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofa3g,4347,989,15342,1059.0,103.0,867.0,108.0,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zgw3q,1076,658,3316,164.0,17762.0,2613.0,105.0,907.0,105.0,1351.0,822.0,12516.0,1143.0,105.0,110.0,105.0,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twsv1,1338,621,7943,102.0,21355.0,1071.0,103.0,905.0,606.0,685.0,2207.0,8615.0,102.0,21040.0,1059.0,103.0,11631.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,7943.0,102.0,21355.0,1071.0,103.0,905.0,606.0,685.0,2207.0,8615.0,102.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keu5v,10477,697,4491,102.0,15881.0,995.0,24438.0,697.0,975.0,760.0,1593.0,8615.0,1353.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ud1c4,609,1338,1736,611.0,603.0,1433.0,610.0,112.0,4037.0,3065.0,102.0,614.0,626.0,822.0,1736.0,604.0,775.0,1195.0,979.0,104.0,909.0,751.0,1992.0,12368.0,102.0,695.0,709.0,4382.0,603.0,1433.0,15638.0,618.0,4615.0,1080.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d22jf,21355,1045,103,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2jtp,21355,977,103,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di7hn,164,889,833,103.0,7943.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2im9,7943,1243,102,1117.0,24438.0,697.0,1068.0,5289.0,836.0,906.0,102.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
am31y,12516,1143,21355,1027.0,103.0,12516.0,5451.0,4521.0,2669.0,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xjj20,7943,105,976,105.0,775.0,694.0,10477.0,697.0,105.0,992.0,105.0,4486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vu6d7,4787,102,906,113.0,103.0,976.0,102.0,1243.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu0fu,1076,658,606,179.0,4787.0,113.0,867.0,606.0,179.0,4117.0,110.0,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tn9l2,109,4491,946,103.0,929.0,976.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l7k54,10477,697,102,910.0,103.0,10477.0,697.0,102.0,20278.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vy1g0,1076,658,643,1725.0,3675.0,1001.0,836.0,110.0,1244.0,1101.0,760.0,1593.0,8615.0,1012.0,102.0,2602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zuwy7,10477,697,775,102.0,15881.0,1071.0,24438.0,697.0,1068.0,5289.0,7943.0,905.0,102.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xtp43,4347,989,21606,1045.0,606.0,109.0,976.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u06gx,867,105,906,105.0,946.0,735.0,929.0,105.0,1195.0,105.0,10795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3i05,109,1042,105,4359.0,606.0,109.0,105.0,1243.0,3382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q76iy,131,709,23290,906.0,611.0,1990.0,621.0,164.0,17762.0,2613.0,992.0,102.0,20278.0,977.0,606.0,7943.0,907.0,102.0,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xe9um,685,2207,8615,20278.0,977.0,103.0,10477.0,697.0,20022.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land8,164,889,21355,995.0,103.0,12516.0,5451.0,4521.0,2669.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nn7kq,929,105,907,105.0,20022.0,1080.0,103.0,109.0,105.0,1159.0,105.0,20022.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vmcyb,929,1127,20278,1071.0,606.0,111.0,1012.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpgfe,760,1165,105,21606.0,1068.0,103.0,685.0,2207.0,8615.0,105.0,21040.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tgyec,836,105,110,105.0,1081.0,103.0,760.0,1593.0,8615.0,105.0,979.0,105.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c52nd,621,160,13581,4082.0,2613.0,775.0,102.0,20022.0,1104.0,606.0,106.0,4822.0,1195.0,102.0,15881.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prlum,1076,658,2971,685.0,2207.0,8615.0,1244.0,102.0,15342.0,975.0,735.0,10477.0,697.0,992.0,102.0,15881.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2jvy,760,1165,21040,1104.0,103.0,685.0,1464.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z5u2q,609,7179,709,4642.0,728.0,607.0,603.0,1743.0,604.0,107.0,102.0,3246.0,102.0,605.0,814.0,735.0,603.0,822.0,604.0,4129.0,102.0,2602.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vzgoo,929,105,4004,105.0,20278.0,1027.0,735.0,929.0,105.0,107.0,105.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g409u,4491,1353,105,1159.0,606.0,109.0,105.0,1353.0,5032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpb89,836,1455,102,21040.0,1071.0,24438.0,20645.0,161.0,824.0,760.0,1165.0,4129.0,102.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qsc9a,4347,1042,20022,1045.0,103.0,867.0,905.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkgd7,21606,1027,103,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itowx,23070,681,606,1338.0,607.0,603.0,1743.0,604.0,109.0,102.0,3246.0,102.0,603.0,7179.0,709.0,6532.0,606.0,603.0,822.0,604.0,107.0,102.0,4073.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y8ifq,867,907,15342,977.0,606.0,929.0,1127.0,21355.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ldw58,685,1464,105,20278.0,1080.0,735.0,836.0,105.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lunfn,7943,102,21040,1104.0,103.0,836.0,102.0,17980.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h68xa,609,1433,709,15581.0,607.0,1489.0,15683.0,604.0,2913.0,102.0,878.0,4942.0,1104.0,1777.0,604.0,2305.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in48g,867,109,105,2578.0,606.0,929.0,105.0,907.0,4491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
et7cu,4787,103,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm46v,1076,658,3316,760.0,1593.0,8615.0,105.0,4129.0,105.0,4599.0,822.0,760.0,1165.0,105.0,1455.0,105.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hky36,836,105,1244,105.0,20022.0,1059.0,103.0,7943.0,105.0,989.0,105.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bojes,4347,105,4507,105.0,15881.0,1045.0,735.0,867.0,105.0,867.0,105.0,20278.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jb611,760,1165,105,1042.0,105.0,15881.0,995.0,103.0,760.0,1593.0,8615.0,105.0,907.0,105.0,15881.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcd1i,109,1243,1016,694.0,867.0,907.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejwng,10686,10909,704,102.0,17980.0,995.0,103.0,12516.0,5451.0,102.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s2jdk,609,10211,8430,1391.0,709.0,1338.0,621.0,1743.0,604.0,685.0,2207.0,8615.0,102.0,4539.0,606.0,603.0,814.0,604.0,4004.0,3114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1hfy,3562,102,4037,4129.0,103.0,4556.0,102.0,4347.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iyk94,10795,102,1126,4004.0,103.0,1081.0,102.0,4425.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rd9cn,20242,8534,14151,1749.0,10477.0,697.0,102.0,946.0,103.0,867.0,603.0,1433.0,709.0,4535.0,621.0,685.0,2207.0,8615.0,102.0,17980.0,975.0,103.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa5xs,929,929,20278,977.0,606.0,867.0,1042.0,21606.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3xx8,1076,658,8690,1749.0,621.0,109.0,4507.0,21040.0,995.0,694.0,929.0,4187.0,17980.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cruo9,111,4347,105,1244.0,606.0,867.0,105.0,1353.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1ir9,1338,621,10686,10909.0,704.0,102.0,849.0,103.0,108.0,606.0,12516.0,5451.0,102.0,21355.0,1068.0,103.0,2616.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,10686.0,10909.0,704.0,102.0,849.0,103.0,108.0,606.0,12516.0,5451.0,102.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fzgq6,784,900,4146,107.0,637.0,109.0,3889.0,4129.0,905.0,103.0,4491.0,4129.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w2zb7,760,1165,105,15881.0,975.0,735.0,10477.0,697.0,105.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bs1dk,760,1165,105,20022.0,1059.0,735.0,760.0,1165.0,105.0,20278.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cjfh9,609,1433,1338,621.0,1127.0,110.0,109.0,605.0,1009.0,1371.0,613.0,4519.0,4037.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yz024,10477,697,102,21040.0,995.0,103.0,760.0,1165.0,102.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmv3a,1076,658,3316,12516.0,1143.0,105.0,4491.0,105.0,867.0,822.0,760.0,1165.0,105.0,929.0,105.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ov5yz,836,105,21040,1068.0,735.0,10477.0,697.0,105.0,21355.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b95zk,4347,905,21606,1045.0,606.0,867.0,979.0,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k7p85,836,105,1012,105.0,17980.0,995.0,103.0,685.0,2207.0,8615.0,105.0,4491.0,105.0,17980.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of5w2,979,105,775,105.0,17980.0,1045.0,735.0,1353.0,105.0,113.0,105.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n1of2,7943,102,21040,977.0,103.0,10477.0,697.0,102.0,15342.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nur5d,3065,102,112,775.0,103.0,4089.0,102.0,1127.0,4129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccnmy,836,105,21606,1104.0,735.0,760.0,1165.0,105.0,15342.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z7z1s,784,900,4146,107.0,637.0,109.0,2953.0,775.0,108.0,103.0,3562.0,775.0,4507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv5kt,609,1433,1338,621.0,4556.0,775.0,110.0,605.0,1009.0,1371.0,613.0,3065.0,4037.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gw2a7,21355,1104,103,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z1gcf,21355,975,103,20278.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h54iq,609,1338,1736,611.0,603.0,1433.0,610.0,4425.0,1195.0,992.0,102.0,614.0,626.0,822.0,1736.0,604.0,115.0,1127.0,111.0,104.0,909.0,751.0,1992.0,12368.0,102.0,695.0,709.0,4382.0,603.0,1433.0,15638.0,618.0,24618.0,1104.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dgdpa,929,105,1126,105.0,21040.0,995.0,103.0,867.0,105.0,113.0,105.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x9x7z,836,105,976,105.0,15342.0,1080.0,103.0,685.0,2207.0,8615.0,105.0,110.0,105.0,21355.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8bb5,630,913,614,603.0,5030.0,102.0,912.0,4835.0,610.0,4033.0,611.0,4004.0,113.0,4691.0,104.0,3687.0,606.0,16989.0,4365.0,102.0,912.0,2082.0,709.0,629.0,14296.0,618.0,21448.0,1027.0,1052.0,104.0,758.0,976.0,701.0,621.0,843.0,1052.0,102.0,912.0,1433.0,709.0,935.0,606.0,626.0,822.0,104.0,,,,,,,,,,,,,,,,,,,,,
